Brand,Date,Buzz,Impression,Quality,Value,Reputation,Satisfaction,Recommend,Awareness,Attention,Ad Awareness,WOM Exposure,Consideration,Purchase Intent,Current Customer ,Former Customer,BrandIndex
BMW,2019-08-19,8.9,22.7,32.6,0.0,26.2,2.5,10.4,88.4,13.2,12.1,6.5,7.4,1.6,2.8,4.0,15.7
BMW,2019-08-26,7.9,21.9,31.6,-0.5,25.2,2.4,8.3,87.4,11.6,11.2,7.4,5.9,1.3,2.6,3.1,14.8
BMW,2019-09-02,7.5,23.7,30.4,2.6,27.8,4.2,13.0,89.7,10.2,12.0,6.0,8.0,1.3,2.6,3.7,17.0
BMW,2019-09-09,6.6,25.0,32.4,2.6,23.3,3.3,11.5,87.1,9.3,11.7,8.1,9.8,1.5,2.1,4.0,16.4
BMW,2019-09-16,9.3,22.3,30.8,3.7,29.9,3.3,9.0,85.7,13.4,11.4,9.1,7.0,1.9,2.0,4.1,16.5
BMW,2019-09-23,8.6,26.2,33.7,-0.6,30.6,4.9,9.0,89.2,14.6,14.4,7.4,8.5,1.8,2.2,5.3,17.3
BMW,2019-09-30,7.1,21.2,30.7,-1.4,25.3,2.2,9.8,86.0,12.2,11.1,7.0,6.6,1.6,1.4,4.3,14.7
BMW,2019-10-07,5.9,27.5,30.2,-0.8,25.7,4.8,10.9,86.5,10.6,8.0,7.8,8.9,1.3,3.4,3.9,16.4
BMW,2019-10-14,7.2,23.7,32.0,1.0,26.0,5.7,13.0,84.8,11.1,12.3,6.8,8.2,2.0,3.9,3.9,16.9
BMW,2019-10-21,5.6,21.1,27.2,-1.3,22.7,4.8,7.9,83.1,10.6,12.2,8.3,7.4,1.8,3.6,4.3,13.7
BMW,2019-10-28,3.9,19.1,24.9,-3.9,21.3,1.7,9.3,87.4,9.1,11.9,4.7,5.4,1.9,1.0,3.8,12.1
BMW,2019-11-04,7.4,19.9,26.0,0.0,23.3,2.9,8.4,84.8,11.3,10.8,5.9,8.0,0.8,2.3,3.4,13.4
BMW,2019-11-11,7.9,25.2,33.4,0.7,31.4,3.6,12.7,89.1,10.1,10.1,5.6,6.9,2.1,2.4,4.2,17.8
BMW,2019-11-18,7.2,21.4,28.8,-3.0,27.4,3.7,11.3,85.4,10.5,10.9,6.5,9.1,2.9,2.2,4.5,14.9
BMW,2019-11-25,9.7,18.6,22.2,-3.2,19.6,3.5,8.1,88.3,12.9,14.3,5.3,6.8,2.9,2.8,2.7,11.5
BMW,2019-12-02,9.2,25.2,33.4,-1.0,25.4,2.6,11.3,89.5,11.5,13.9,6.1,8.3,2.1,1.6,4.7,16.1
BMW,2019-12-09,9.0,23.7,32.4,0.2,27.8,5.1,12.1,89.3,11.8,12.1,6.5,8.0,1.8,2.4,4.7,16.9
BMW,2019-12-16,8.2,21.5,28.9,-2.8,26.0,3.8,9.5,89.1,12.2,13.2,6.7,7.6,1.0,1.8,4.3,14.5
BMW,2019-12-23,6.8,17.3,24.2,-1.1,25.0,2.5,7.7,83.7,11.1,11.1,7.4,5.5,0.9,2.5,4.1,12.6
BMW,2019-12-30,8.2,21.4,31.1,-3.2,27.3,3.1,12.0,89.2,10.2,11.5,6.2,9.4,1.3,1.5,5.5,15.3
BMW,2020-01-06,5.6,23.6,33.6,-3.5,23.7,2.9,7.3,85.9,10.1,10.5,5.5,8.2,1.3,1.1,4.6,14.6
BMW,2020-01-13,4.5,20.9,27.3,-3.2,23.2,1.7,6.5,87.9,8.0,9.9,5.7,6.9,1.7,1.7,2.9,12.7
BMW,2020-01-20,7.9,21.5,30.6,-0.3,27.0,3.1,11.8,88.5,10.2,9.4,4.4,7.8,1.6,2.0,4.5,15.6
BMW,2020-01-27,9.5,22.8,29.9,-2.5,23.4,1.7,9.9,87.0,12.1,11.2,4.0,7.1,1.0,1.0,3.2,14.2
BMW,2020-02-03,9.5,23.6,33.7,-1.8,28.3,5.1,12.9,87.8,13.6,12.0,7.5,9.3,1.9,2.3,4.5,17.0
BMW,2020-02-10,9.3,24.2,30.1,-0.0,26.3,3.5,11.3,88.2,11.7,13.4,6.4,7.6,1.7,1.6,3.3,15.9
BMW,2020-02-17,5.2,26.4,33.3,-4.6,26.7,2.0,10.4,89.5,9.6,10.4,5.6,6.7,1.0,2.5,3.4,15.7
BMW,2020-02-24,8.9,26.9,32.2,0.1,29.1,2.7,11.4,89.9,11.2,11.7,5.7,7.6,1.2,1.5,5.7,17.1
BMW,2020-03-02,7.0,25.9,31.7,0.6,29.3,2.7,11.3,90.3,11.8,12.6,5.0,7.5,1.1,1.2,3.2,16.9
BMW,2020-03-09,8.1,24.5,29.1,3.0,26.3,2.7,9.2,89.0,12.1,12.2,8.0,10.2,1.3,2.1,3.9,15.8
BMW,2020-03-16,5.3,17.8,29.2,-0.7,25.6,2.3,9.4,87.8,8.9,9.3,5.5,7.3,1.1,2.6,3.4,13.9
BMW,2020-03-23,7.0,23.7,33.7,4.5,30.0,3.2,11.5,89.7,10.7,12.1,5.3,8.6,1.3,2.2,5.4,17.8
BMW,2020-03-30,7.9,25.9,31.8,-0.4,28.2,4.2,8.8,88.5,8.5,9.4,2.9,8.7,2.7,2.3,4.8,16.4
BMW,2020-04-06,3.6,20.1,28.3,-3.0,24.6,2.5,8.6,88.1,9.1,8.3,3.8,6.0,1.4,1.5,4.0,13.5
BMW,2020-04-13,5.9,24.7,32.2,0.9,25.6,3.3,10.2,87.9,10.5,7.7,5.5,6.6,2.3,2.1,4.4,16.1
BMW,2020-04-20,5.6,25.7,32.9,1.9,26.7,2.9,11.1,89.6,7.9,8.1,5.0,8.8,3.1,1.1,3.5,16.9
BMW,2020-04-27,5.4,22.4,27.7,-3.1,27.4,2.9,8.6,87.2,8.3,6.4,5.9,6.6,1.6,1.5,5.4,14.3
BMW,2020-05-04,8.3,22.8,30.2,-0.0,22.5,2.1,8.2,90.7,10.3,8.0,5.9,7.8,0.6,1.8,1.9,14.3
BMW,2020-05-11,7.8,24.9,30.8,0.2,27.6,3.0,14.5,88.1,12.0,8.1,6.2,7.8,1.1,1.4,6.8,16.8
BMW,2020-05-18,4.6,22.5,27.3,-1.7,24.2,3.8,7.6,88.6,9.3,8.0,2.4,6.8,1.1,2.2,2.9,13.9
BMW,2020-05-25,6.3,23.5,29.8,-0.7,27.0,6.0,12.9,86.9,10.5,9.1,8.7,9.7,1.6,4.3,5.2,16.4
BMW,2020-06-01,9.3,25.0,31.3,1.2,27.2,3.5,13.0,86.6,12.0,7.5,7.5,9.1,2.7,2.0,6.4,16.9
BMW,2020-06-08,6.4,24.3,32.2,-0.3,26.6,2.8,11.8,89.7,9.6,10.4,5.6,8.4,1.5,2.8,3.5,16.2
BMW,2020-06-15,4.6,19.8,28.7,-6.2,26.8,1.8,8.9,90.6,8.2,7.1,5.1,6.1,0.5,2.2,5.5,13.3
BMW,2020-06-22,6.3,23.6,29.5,3.0,27.7,1.7,10.0,86.0,8.1,9.1,4.8,5.5,1.7,1.2,3.7,15.9
BMW,2020-06-29,6.6,23.3,31.6,3.3,30.7,4.4,8.1,89.1,10.3,8.3,8.1,7.0,1.8,2.6,4.4,16.9
BMW,2020-07-06,7.0,25.9,33.9,-0.0,26.7,1.7,12.1,87.0,9.5,9.7,6.0,6.5,1.5,1.5,3.2,16.7
BMW,2020-07-13,4.4,20.0,27.6,-5.0,24.9,2.3,9.2,89.7,9.5,10.0,4.1,8.2,1.9,2.2,3.4,13.2
BMW,2020-07-20,8.1,20.7,27.6,-2.3,26.4,4.2,10.0,87.7,10.7,10.1,6.3,9.0,2.4,2.2,4.8,14.4
BMW,2020-07-27,5.8,24.9,30.8,-3.3,26.6,3.1,8.0,88.1,11.9,8.9,6.2,7.0,1.5,2.6,4.3,15.0
BMW,2020-08-03,4.1,21.5,30.2,1.9,23.9,3.6,12.3,90.6,8.5,9.0,5.3,9.3,2.7,1.7,5.7,15.6
BMW,2020-08-10,9.7,20.3,26.8,-1.4,27.4,3.8,10.9,88.5,13.7,12.2,8.8,8.7,2.9,2.2,3.8,14.7
BMW,2020-08-17,7.6,21.8,29.7,-2.4,28.7,2.1,10.4,91.4,13.4,11.7,9.9,8.4,1.6,3.4,3.3,15.0
BMW,2020-08-24,5.7,25.4,31.1,2.7,26.3,3.6,10.2,89.1,9.5,8.7,7.0,7.9,1.7,3.0,3.2,16.5
BMW,2020-08-31,9.6,27.2,35.4,1.2,27.8,2.6,12.2,91.3,12.5,8.7,7.1,9.6,1.8,1.7,4.6,17.7
BMW,2020-09-07,6.2,24.3,33.4,-2.1,31.2,2.3,12.4,91.9,8.8,9.0,8.0,8.7,2.0,2.5,3.4,16.9
BMW,2020-09-14,5.9,26.8,34.6,1.5,29.4,3.3,14.7,89.3,12.0,12.3,5.6,8.5,3.1,2.8,4.2,18.4
BMW,2020-09-21,7.4,26.9,31.2,-4.0,27.5,2.6,9.3,90.0,11.9,12.1,8.1,6.9,1.5,2.3,3.4,15.6
BMW,2020-09-28,4.8,24.7,34.5,0.7,26.3,2.3,10.5,91.0,11.3,10.0,5.8,8.2,0.4,1.4,5.1,16.5
BMW,2020-10-05,8.4,25.2,31.8,-0.3,25.8,3.1,13.0,89.8,11.8,11.0,5.8,9.8,2.1,3.1,3.6,16.4
BMW,2020-10-12,7.0,27.7,32.0,-0.1,31.2,6.5,11.4,91.7,11.7,12.5,7.1,8.8,2.3,3.2,6.4,18.1
BMW,2020-10-19,7.8,22.8,31.2,0.6,26.7,3.2,9.8,90.2,13.1,10.4,5.5,6.9,1.5,1.3,3.4,15.7
BMW,2020-10-26,10.3,25.2,34.4,1.4,30.2,3.6,8.1,91.3,13.5,11.3,6.3,8.6,1.5,2.0,3.6,17.2
BMW,2020-11-02,7.8,23.0,27.8,-1.2,27.4,4.1,11.2,87.8,10.5,12.9,8.0,7.6,1.5,2.8,2.5,15.4
BMW,2020-11-09,8.3,24.8,31.0,-0.6,27.7,1.8,8.4,90.2,10.9,9.5,6.4,7.9,0.9,1.2,3.8,15.5
BMW,2020-11-16,7.6,23.0,30.5,-1.7,27.9,2.6,10.3,87.9,11.9,12.0,5.2,10.0,1.5,1.0,4.1,15.4
BMW,2020-11-23,10.8,24.3,33.9,4.5,32.7,6.2,12.5,89.8,12.6,14.4,7.5,9.1,1.6,3.5,4.9,19.0
BMW,2020-11-30,7.2,17.6,31.1,-2.5,27.4,3.4,11.4,91.0,13.1,14.0,7.0,6.1,1.5,1.4,4.5,14.7
BMW,2020-12-07,7.7,19.9,27.1,-3.0,26.0,1.3,9.1,88.5,12.5,10.1,6.3,6.5,1.6,2.3,5.1,13.4
BMW,2020-12-14,8.7,27.0,36.6,-0.4,30.2,1.7,11.0,89.8,11.4,13.0,6.9,8.4,1.0,1.9,4.6,17.7
BMW,2020-12-21,8.1,23.8,30.6,1.4,30.7,3.2,10.7,90.6,13.7,12.2,7.0,7.8,1.2,1.4,3.4,16.7
BMW,2020-12-28,8.8,23.7,30.8,-0.7,27.4,4.6,9.4,87.1,12.7,10.7,6.2,9.2,1.3,2.0,4.9,15.9
BMW,2021-01-04,7.1,24.8,33.0,0.6,27.8,4.2,10.8,89.6,12.0,11.3,7.0,9.2,2.9,3.3,4.2,16.9
BMW,2021-01-11,8.7,20.7,29.3,-0.9,26.5,2.9,11.9,90.2,14.2,11.5,5.6,7.1,2.0,2.0,5.2,15.0
BMW,2021-01-18,6.4,21.6,30.1,1.7,24.5,3.3,7.7,87.3,11.3,9.8,5.9,7.0,1.6,2.7,4.3,14.8
BMW,2021-01-25,5.7,20.4,26.0,-1.9,27.1,2.6,8.0,89.3,10.5,6.8,6.1,5.6,0.7,1.4,2.3,13.7
BMW,2021-02-01,4.6,19.1,28.2,-3.1,22.1,3.3,8.3,87.8,10.7,10.3,5.2,6.8,1.5,1.4,4.1,13.0
BMW,2021-02-08,6.8,24.2,28.8,-0.7,30.2,3.3,13.1,88.9,10.4,11.1,7.1,8.4,2.2,3.4,5.5,16.5
BMW,2021-02-15,10.5,25.6,34.5,-1.0,26.9,4.3,8.6,91.4,14.0,13.1,12.2,8.4,2.4,4.4,4.6,16.5
BMW,2021-02-22,6.9,22.3,29.5,-3.3,22.4,3.1,9.7,91.6,10.2,10.8,4.2,7.2,1.6,1.5,5.0,13.9
Coca-Cola,2019-07-01,21.6,37.0,33.3,26.1,31.4,34.7,28.5,88.9,25.3,36.2,19.3,35.7,12.2,28.4,37.7,31.8
Coca-Cola,2019-07-08,23.0,40.3,40.5,23.2,35.0,40.1,31.5,93.9,28.9,37.5,25.3,35.2,19.5,30.4,39.3,35.1
Coca-Cola,2019-07-15,15.7,33.2,33.3,19.7,35.9,37.2,29.3,92.4,27.9,37.5,22.5,34.2,17.1,29.3,38.4,31.4
Coca-Cola,2019-07-22,19.1,32.5,36.0,21.4,34.5,34.4,28.1,92.0,26.2,33.8,20.8,31.5,14.8,25.9,41.7,31.1
Coca-Cola,2019-07-29,20.5,34.7,37.4,24.9,34.5,37.8,30.8,92.3,26.4,31.6,20.8,34.0,14.9,27.8,38.0,33.4
Coca-Cola,2019-08-05,16.2,32.8,32.9,22.7,30.7,33.5,24.9,91.5,21.7,35.1,19.1,30.9,13.0,26.1,39.5,29.6
Coca-Cola,2019-08-12,17.7,35.9,39.4,27.3,34.6,37.1,28.5,92.5,23.3,31.3,17.9,32.7,15.0,28.2,35.8,33.8
Coca-Cola,2019-08-19,20.2,33.1,36.0,18.3,33.1,36.3,27.1,92.7,27.9,32.2,20.4,33.6,15.3,28.8,38.6,30.6
Coca-Cola,2019-08-26,15.9,33.0,32.2,20.8,34.3,37.0,26.0,92.4,25.7,34.5,21.5,31.7,11.3,27.1,41.4,30.6
Coca-Cola,2019-09-02,13.7,25.8,30.9,21.9,24.5,33.2,19.1,87.8,26.2,34.1,17.7,31.9,14.4,25.6,35.8,25.9
Coca-Cola,2019-09-09,15.3,33.7,36.8,24.0,34.3,35.6,28.4,90.0,21.0,32.2,18.6,32.0,17.1,27.0,40.1,32.1
Coca-Cola,2019-09-16,13.9,38.2,41.0,22.9,34.4,36.4,25.3,93.5,24.9,32.0,21.7,33.8,14.3,26.6,42.7,33.1
Coca-Cola,2019-09-23,15.8,32.6,35.2,21.2,31.6,34.5,23.1,90.9,27.1,36.3,17.4,29.7,12.9,26.0,37.4,29.7
Coca-Cola,2019-09-30,15.9,26.9,33.4,10.9,26.9,34.0,20.9,91.7,25.0,36.5,20.8,34.7,16.2,28.6,37.2,25.5
Coca-Cola,2019-10-07,14.3,28.7,33.4,17.6,30.3,33.8,23.1,92.0,23.4,35.6,19.2,29.8,11.5,27.5,38.9,27.8
Coca-Cola,2019-10-14,21.0,34.2,35.3,23.7,32.1,38.5,26.4,91.1,26.6,34.4,20.0,32.5,15.9,27.7,41.7,31.7
Coca-Cola,2019-10-21,19.0,36.2,38.0,22.5,36.4,37.7,30.3,91.9,24.3,36.0,22.1,33.1,16.4,28.8,39.4,33.5
Coca-Cola,2019-10-28,19.7,34.3,34.4,24.3,37.6,35.7,29.7,91.1,29.4,37.8,21.9,32.9,15.5,28.9,40.4,32.7
Coca-Cola,2019-11-04,17.0,32.8,33.2,23.1,31.2,32.8,25.1,90.8,25.0,34.0,18.6,29.7,12.8,26.0,38.1,29.7
Coca-Cola,2019-11-11,13.9,32.2,34.0,16.3,32.8,34.0,28.1,93.0,22.3,40.6,18.9,29.9,13.3,25.8,42.5,29.6
Coca-Cola,2019-11-18,16.0,35.5,36.8,25.0,37.6,35.2,28.0,94.3,21.1,30.4,19.6,31.7,17.5,27.4,41.4,33.0
Coca-Cola,2019-11-25,16.5,32.9,33.4,21.5,33.5,38.6,21.7,92.9,24.6,37.7,17.8,32.4,15.2,27.6,39.5,30.3
Coca-Cola,2019-12-02,23.4,30.9,34.7,23.5,28.5,36.8,25.1,93.9,30.1,41.3,21.1,35.1,16.5,30.7,38.0,29.9
Coca-Cola,2019-12-09,19.3,29.5,31.6,22.0,28.8,31.1,24.4,94.5,27.9,39.7,20.0,32.1,12.6,26.7,37.5,27.9
Coca-Cola,2019-12-16,17.5,28.8,28.7,17.3,27.9,34.9,27.1,93.1,25.6,37.5,19.0,29.0,14.5,23.6,45.6,27.5
Coca-Cola,2019-12-23,20.1,38.0,33.4,17.0,30.1,37.4,28.9,95.0,26.6,40.9,21.7,32.4,13.4,27.8,38.4,30.8
Coca-Cola,2019-12-30,18.6,29.9,31.3,21.7,30.9,33.4,26.6,93.4,24.1,38.7,19.2,31.1,16.0,31.2,40.3,29.0
Coca-Cola,2020-01-06,16.4,32.0,36.7,20.8,29.4,36.9,21.7,93.6,23.7,38.0,18.2,32.6,17.2,29.6,37.7,29.6
Coca-Cola,2020-01-13,19.8,34.7,33.7,19.7,32.9,32.1,28.3,89.8,24.0,30.9,15.4,31.4,12.8,23.1,39.9,30.2
Coca-Cola,2020-01-20,13.4,28.7,28.7,19.7,26.6,33.3,21.6,92.4,24.2,31.4,18.4,30.6,14.0,25.3,40.7,26.4
Coca-Cola,2020-01-27,13.5,32.0,35.2,24.7,33.6,35.2,26.0,93.7,21.2,32.1,17.8,35.1,14.6,23.6,41.6,31.1
Coca-Cola,2020-02-03,19.5,30.6,33.5,21.1,30.2,33.3,28.3,90.5,26.8,37.8,16.9,32.7,14.2,25.4,36.3,29.5
Coca-Cola,2020-02-10,12.8,35.1,35.8,21.4,36.0,35.9,27.8,94.6,24.2,34.5,18.7,33.3,15.7,25.5,44.1,32.0
Coca-Cola,2020-02-17,15.6,32.1,30.5,22.0,27.9,32.1,25.9,93.3,25.6,37.8,20.4,33.8,14.6,27.8,43.6,28.4
Coca-Cola,2020-02-24,14.3,32.2,36.0,19.6,32.1,38.2,25.2,93.1,22.3,32.0,21.5,29.2,10.5,26.5,44.5,30.5
Coca-Cola,2020-03-02,15.2,32.3,31.3,22.0,26.6,38.2,25.7,91.7,25.4,31.4,20.1,33.0,14.5,26.0,43.0,29.3
Coca-Cola,2020-03-09,12.2,35.0,31.0,16.9,32.4,34.6,26.7,92.0,23.2,29.7,16.9,32.9,13.1,27.8,37.6,29.4
Coca-Cola,2020-03-16,17.5,37.6,37.2,26.7,34.4,38.3,30.3,93.4,23.4,32.4,23.7,38.9,21.3,28.7,38.6,34.1
Coca-Cola,2020-03-23,14.0,30.8,34.4,16.1,36.5,35.2,25.1,94.3,20.9,28.7,17.1,28.6,13.2,24.5,46.3,29.7
Coca-Cola,2020-03-30,13.6,38.5,37.5,21.7,32.5,36.0,29.6,94.6,17.1,25.7,16.1,32.4,14.3,22.6,43.0,32.6
Coca-Cola,2020-04-06,15.4,30.8,35.4,19.3,34.2,37.4,24.4,92.4,19.4,22.5,21.7,29.6,12.6,24.9,44.1,30.3
Coca-Cola,2020-04-13,16.5,33.0,34.2,25.2,30.8,36.3,28.1,95.1,24.5,22.8,19.4,32.5,15.1,24.4,46.3,31.3
Coca-Cola,2020-04-20,16.3,36.6,38.8,27.9,34.9,39.0,33.0,93.8,20.1,28.0,17.5,31.3,17.5,21.2,44.5,35.0
Coca-Cola,2020-04-27,17.9,36.8,36.1,24.4,35.8,33.9,28.2,91.5,21.2,25.0,18.8,33.6,15.3,23.0,41.4,32.5
Coca-Cola,2020-05-04,17.7,38.5,40.2,21.2,35.6,36.9,29.5,90.5,19.8,20.4,19.5,32.7,14.9,22.8,44.8,33.6
Coca-Cola,2020-05-11,17.7,29.6,30.7,15.9,34.3,30.6,23.8,91.3,26.7,28.6,18.7,29.3,16.0,23.6,43.1,27.5
Coca-Cola,2020-05-18,16.9,31.0,30.6,17.4,30.3,36.4,24.1,91.1,20.1,27.6,16.2,30.1,13.6,22.7,44.0,28.3
Coca-Cola,2020-05-25,18.9,34.1,38.0,24.0,34.4,36.5,26.5,94.2,23.1,23.9,21.1,30.1,16.2,26.4,45.4,32.2
Coca-Cola,2020-06-01,12.8,31.7,31.7,20.9,29.4,32.7,25.7,92.4,21.9,25.5,15.3,29.5,13.6,23.3,41.9,28.7
Coca-Cola,2020-06-08,11.8,31.9,29.0,18.2,27.6,36.6,23.2,92.4,18.7,23.3,16.1,32.0,12.0,23.9,43.1,27.8
Coca-Cola,2020-06-15,17.9,32.7,33.1,20.5,35.5,33.7,27.7,92.0,22.0,28.9,20.4,31.8,14.8,28.1,43.1,30.5
Coca-Cola,2020-06-22,14.2,35.1,38.5,22.9,35.7,40.0,31.2,92.3,21.6,24.7,19.0,35.6,16.7,29.0,38.8,33.9
Coca-Cola,2020-06-29,15.3,33.1,34.0,22.5,36.5,33.0,27.0,93.5,22.1,26.5,19.4,29.5,14.0,24.1,43.3,31.0
Coca-Cola,2020-07-06,18.5,33.2,39.0,29.4,35.2,40.3,32.4,93.8,25.2,33.1,22.6,35.6,17.8,30.1,40.8,34.9
Coca-Cola,2020-07-13,16.1,32.2,33.8,20.8,31.9,33.6,25.5,91.5,21.2,28.1,17.4,30.4,13.1,28.6,39.4,29.6
Coca-Cola,2020-07-20,16.7,39.9,38.7,29.3,36.0,39.0,34.4,91.8,20.8,29.1,20.7,33.1,15.6,26.4,37.3,36.2
Coca-Cola,2020-07-27,13.8,34.9,36.7,25.4,31.8,37.4,26.2,91.4,22.4,29.4,17.8,31.4,14.8,27.9,39.1,32.1
Coca-Cola,2020-08-03,13.0,32.6,35.8,22.5,31.9,31.5,27.8,93.3,16.3,24.0,16.2,32.1,12.4,25.6,40.2,30.4
Coca-Cola,2020-08-10,13.6,35.0,33.9,20.8,29.2,34.9,28.7,93.4,19.7,25.4,17.2,32.8,14.5,25.2,39.9,30.4
Coca-Cola,2020-08-17,13.5,33.4,38.8,23.5,38.2,36.2,27.0,94.5,19.6,27.2,20.6,32.0,16.3,25.7,41.0,32.9
Coca-Cola,2020-08-24,15.9,33.5,31.4,23.5,30.7,36.6,27.4,92.6,23.1,32.6,17.5,32.6,14.2,28.1,40.8,30.5
Coca-Cola,2020-08-31,16.6,31.9,30.0,20.2,32.8,30.3,26.1,94.2,26.4,31.4,19.3,31.8,13.2,24.7,46.4,28.6
Coca-Cola,2020-09-07,14.4,37.7,37.8,23.8,30.3,40.3,29.3,93.9,21.4,30.8,21.9,34.9,15.0,29.8,37.8,33.2
Coca-Cola,2020-09-14,12.0,36.9,37.4,22.2,32.1,38.0,26.6,92.1,20.5,23.7,18.0,35.9,14.6,30.4,39.1,32.2
Coca-Cola,2020-09-21,15.7,39.7,40.2,25.6,37.5,38.4,33.0,94.5,21.1,32.5,19.0,36.1,14.8,28.8,42.6,35.7
Coca-Cola,2020-09-28,17.4,27.5,32.2,17.3,27.2,29.0,19.7,92.6,23.0,31.5,15.9,29.9,13.9,24.4,41.1,25.5
Coca-Cola,2020-10-05,17.6,32.0,33.1,19.5,29.8,36.3,24.5,93.8,28.9,37.1,23.7,29.8,11.6,25.6,40.8,29.2
Coca-Cola,2020-10-12,16.6,37.3,38.4,25.0,36.5,40.0,31.6,90.6,25.1,30.6,22.2,33.0,13.6,30.0,40.4,34.8
Coca-Cola,2020-10-19,17.6,34.0,35.5,18.4,34.6,33.8,23.5,92.0,21.8,31.7,18.5,32.3,14.2,26.0,39.1,29.9
Coca-Cola,2020-10-26,18.3,39.0,40.1,24.1,40.0,40.4,32.3,95.7,25.5,34.1,19.3,37.3,16.4,26.2,44.0,36.0
Coca-Cola,2020-11-02,17.5,32.0,34.4,24.9,33.2,35.7,27.1,94.2,23.3,31.6,20.2,30.0,16.2,27.8,42.0,31.2
Coca-Cola,2020-11-09,10.8,30.3,35.4,22.0,34.5,33.0,26.5,93.0,22.6,31.5,19.3,29.8,14.2,24.2,41.7,30.3
Coca-Cola,2020-11-16,16.3,35.3,34.0,26.1,35.9,37.9,29.2,94.2,24.0,28.5,17.6,33.8,12.0,25.9,41.2,33.1
Coca-Cola,2020-11-23,18.8,34.4,36.9,22.3,34.6,31.2,27.3,91.3,25.8,33.3,19.2,29.4,15.0,24.7,39.9,31.1
Coca-Cola,2020-11-30,18.0,41.1,40.8,27.9,36.8,42.6,32.7,93.4,26.0,33.4,21.4,36.1,12.6,27.7,42.4,37.0
Coca-Cola,2020-12-07,15.2,32.6,32.7,19.9,26.2,31.5,22.8,91.0,23.2,27.5,18.2,30.0,11.4,21.4,43.7,27.6
Coca-Cola,2020-12-14,16.1,34.5,32.6,24.0,29.4,35.1,25.8,90.4,23.8,31.8,18.4,30.3,15.0,26.5,41.3,30.2
Coca-Cola,2020-12-21,19.5,34.5,32.7,21.0,30.1,34.9,24.9,92.5,27.3,33.4,19.8,33.0,12.5,26.9,40.9,29.7
Coca-Cola,2020-12-28,22.7,36.7,38.7,26.6,30.3,36.8,28.4,94.2,25.6,33.5,19.8,30.5,13.4,27.8,39.4,32.9
Coca-Cola,2021-01-04,20.3,32.3,32.7,25.4,30.3,33.1,25.9,91.5,26.1,27.5,17.0,29.0,13.3,21.9,39.2,30.0
Coca-Cola,2021-01-11,9.8,28.3,36.4,24.9,33.1,31.3,23.2,91.4,21.6,27.1,14.6,25.3,10.7,22.7,43.2,29.5
Coca-Cola,2021-01-18,12.8,32.6,36.2,22.5,29.7,34.9,27.5,93.8,21.5,25.9,16.9,31.7,13.9,24.8,43.3,30.6
Coca-Cola,2021-01-25,18.3,40.1,40.1,21.4,35.3,34.8,30.3,94.0,25.2,32.0,20.8,30.6,13.6,24.9,41.4,33.7
Coca-Cola,2021-02-01,19.6,37.7,34.3,28.3,34.2,36.3,28.8,94.9,24.5,27.2,18.9,28.0,12.0,26.2,43.4,33.3
Coca-Cola,2021-02-08,17.3,37.2,39.0,21.8,39.7,40.6,33.0,93.9,26.2,31.7,17.8,33.4,15.4,25.5,44.4,35.2
Coca-Cola,2021-02-15,21.9,36.4,31.5,21.2,32.4,34.1,21.1,93.4,28.5,34.1,20.7,35.3,11.4,29.1,36.5,29.4
Coca-Cola,2021-02-22,10.8,28.6,30.8,20.0,22.8,29.9,18.8,93.1,27.8,28.2,20.3,28.9,10.2,22.8,44.9,25.2
HM,2019-07-01,6.6,11.9,6.6,9.0,6.7,10.5,9.0,54.2,11.2,5.8,6.6,12.6,3.1,6.2,14.1,8.9
HM,2019-07-08,4.0,16.6,8.2,9.6,11.9,11.9,13.3,55.8,8.4,6.9,5.5,14.4,5.5,6.3,13.3,11.9
HM,2019-07-15,3.7,10.0,6.4,6.8,8.6,8.9,9.1,53.5,8.4,7.0,5.5,11.7,3.9,4.7,12.4,8.3
HM,2019-07-22,7.1,16.1,9.3,9.9,10.2,10.6,12.8,56.5,9.7,7.2,7.8,13.0,4.4,5.8,14.4,11.5
HM,2019-07-29,4.7,11.5,4.9,7.0,8.6,7.4,7.8,54.5,10.5,7.8,4.5,11.0,3.6,5.7,12.5,7.9
HM,2019-08-05,5.0,15.3,10.0,11.6,10.6,12.7,13.3,55.1,10.8,8.4,7.6,15.3,3.5,5.1,16.2,12.2
HM,2019-08-12,6.1,13.2,5.0,9.1,8.4,11.5,11.6,54.8,10.4,7.3,7.7,12.3,4.3,7.6,13.1,9.8
HM,2019-08-19,7.5,13.1,10.2,13.5,8.4,9.8,10.7,56.8,10.4,8.4,7.2,13.7,5.7,6.1,16.2,10.9
HM,2019-08-26,4.7,15.8,6.8,11.0,8.8,9.1,11.4,55.9,10.3,7.7,6.8,11.9,3.7,5.8,15.6,10.5
HM,2019-09-02,5.0,13.7,5.8,12.0,7.7,9.6,11.4,56.8,9.5,7.9,8.9,14.3,4.9,6.3,13.6,10.0
HM,2019-09-09,8.7,13.6,3.8,9.8,6.4,11.8,9.8,54.8,11.5,7.0,9.8,11.4,4.6,8.2,12.5,9.2
HM,2019-09-16,3.6,13.4,8.7,8.7,10.8,9.6,7.5,56.4,8.7,7.0,6.4,11.8,3.2,5.1,11.1,9.8
HM,2019-09-23,4.6,15.0,5.9,9.8,10.2,12.3,12.7,57.9,9.8,7.2,6.4,16.6,4.6,7.3,15.6,11.0
